osgb4000000074571347,http://data.ordnancesurvey.co.uk/id/osgb4000000074571347,Sgalpaigh,gla,Scalpay,eng,populatedPlace,Village,121366.760,896123.510,16000,250000,120950.747,894782.480,123293.375,897311.107,HS4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS4,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074571346,http://data.ordnancesurvey.co.uk/id/osgb4000000074571346,Carnach,,,,populatedPlace,Hamlet,122112.000,897719.000,5000,25000,121770.166,897503.495,122599.635,898003.495,HS4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS4,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074571348,http://data.ordnancesurvey.co.uk/id/osgb4000000074571348,Caolas Scalpaigh,,Kyles Scalpay,eng,populatedPlace,Hamlet,121662.000,897888.000,5000,25000,120995.996,897768.576,121704.815,898432.146,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542110,http://data.ordnancesurvey.co.uk/id/osgb4000000074542110,Steinis,,,,populatedPlace,Hamlet,120552.390,898340.930,5000,25000,120071.007,898028.824,121035.275,898528.824,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33BS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BS,HS3 3BS,,,,other,Postcode,121363.614,898047.766,3500,18000,,,,,,,Caolas Scalpaigh / Kyles Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571348,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS43XZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS43XZ,HS4 3XZ,,,,other,Postcode,121578.639,897144.456,3500,18000,,,,,,,Sgalpaigh / Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571347,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS43YF,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS43YF,HS4 3YF,,,,other,Postcode,121836.320,896142.777,3500,18000,,,,,,,Sgalpaigh / Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571347,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS43YG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS43YG,HS4 3YG,,,,other,Postcode,122573.657,895231.319,3500,18000,,,,,,,Sgalpaigh / Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571347,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS43XU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS43XU,HS4 3XU,,,,other,Postcode,121513.283,896661.206,3500,18000,,,,,,,Sgalpaigh / Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571347,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS43XY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS43XY,HS4 3XY,,,,other,Postcode,121930.386,896845.679,3500,18000,,,,,,,Sgalpaigh / Scalpay,http://data.ordnancesurvey.co.uk/id/4000000074571347,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
