osgb4000000074542466,http://data.ordnancesurvey.co.uk/id/osgb4000000074542466,Loch Sgioport,,Lochskipport,eng,populatedPlace,Other Settlement,82015.000,838830.000,15000,25000,81935.546,838566.402,82629.278,839149.545,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85NS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85NS,HS8 5NS,,,,other,Postcode,82036.200,838851.900,3500,18000,,,,,,,Loch Sgioport / Lochskipport,http://data.ordnancesurvey.co.uk/id/4000000074542466,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
