osgb4000000074553471,http://data.ordnancesurvey.co.uk/id/osgb4000000074553471,Achahoish,,,,populatedPlace,Hamlet,177969.000,677582.000,5000,25000,177468.349,677180.218,178671.748,677777.477,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2657765
osgb4000000074553104,http://data.ordnancesurvey.co.uk/id/osgb4000000074553104,Kilberry/Cill Bhearaidh,,,,populatedPlace,Other Settlement,171487.600,663689.000,15000,25000,170737.823,662713.060,171637.103,664588.173,PA29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA29,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553105,http://data.ordnancesurvey.co.uk/id/osgb4000000074553105,Baile Boidheach,,,,populatedPlace,Hamlet,174427.000,673713.000,5000,25000,174152.818,673456.908,174652.818,673956.908,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548586,http://data.ordnancesurvey.co.uk/id/osgb4000000074548586,Kilmory,,,,populatedPlace,Hamlet,170340.380,675043.830,5000,25000,170140.386,673919.992,170857.409,675277.313,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PA,PA31 8PA,,,,other,Postcode,175884.842,677166.789,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PB,PA31 8PB,,,,other,Postcode,173846.500,675900.500,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PD,PA31 8PD,,,,other,Postcode,178234.086,677470.361,3500,18000,,,,,,,Achahoish,http://data.ordnancesurvey.co.uk/id/4000000074553471,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296YB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296YB,PA29 6YB,,,,other,Postcode,174741.533,661726.100,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318NZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318NZ,PA31 8NZ,,,,other,Postcode,176066.064,675414.452,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PT,PA31 8PT,,,,other,Postcode,172974.432,679629.038,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296YD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296YD,PA29 6YD,,,,other,Postcode,171335.000,664638.521,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PE,PA31 8PE,,,,other,Postcode,173715.365,671768.666,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296XZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296XZ,PA29 6XZ,,,,other,Postcode,178573.224,661494.370,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004876356,http://data.ordnancesurvey.co.uk/id/osgb4000000004876356,B8024,,,,transportNetwork,Numbered Road,175212.631,674492.801,137000,250000,171118.759,660820.000,185982.000,681942.000,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
