osgb4000000074549783,http://data.ordnancesurvey.co.uk/id/osgb4000000074549783,Kinloch Laggan,,,,populatedPlace,Other Settlement,254096.980,789567.570,15000,25000,252979.125,789342.131,255211.557,789842.131,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Kinloch_Laggan,
osgb4000000074549427,http://data.ordnancesurvey.co.uk/id/osgb4000000074549427,Achduchil,,,,populatedPlace,Hamlet,259329.000,792442.000,5000,25000,259091.946,792193.534,259591.946,792693.534,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074549786,http://data.ordnancesurvey.co.uk/id/osgb4000000074549786,Crathie,,,,populatedPlace,Other Settlement,258448.880,794022.813,15000,25000,257835.889,793523.771,259144.100,794420.830,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH201BU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH201BU,PH20 1BU,,,,other,Postcode,259252.511,792350.589,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH201BY,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH201BY,PH20 1BY,,,,other,Postcode,255066.400,789587.600,3500,18000,,,,,,,Kinloch Laggan,http://data.ordnancesurvey.co.uk/id/4000000074549783,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH201AJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH201AJ,PH20 1AJ,,,,other,Postcode,255743.564,793843.014,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH201BX,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH201BX,PH20 1BX,,,,other,Postcode,253624.868,789327.764,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH191AE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH191AE,PH19 1AE,,,,other,Postcode,259479.240,780932.220,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004305040,http://data.ordnancesurvey.co.uk/id/osgb4000000004305040,General Wade's Military Road,,,,transportNetwork,Named Road,252684.000,794382.000,20000,83000,246360.750,792844.000,259068.000,796093.886,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
d0247100-865b-43ba-9c1f-f4702eed805d,http://data.ordnancesurvey.co.uk/id/d0247100-865b-43ba-9c1f-f4702eed805d,General Wade's Military Road,,,,transportNetwork,Section Of Named Road,258780.000,793728.000,4000,25000,258461.015,793637.926,259068.000,793834.000,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,Crathie,http://data.ordnancesurvey.co.uk/id/4000000074549786,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,osgb4000000004305040,,
osgb4000000004307774,http://data.ordnancesurvey.co.uk/id/osgb4000000004307774,A86,,,,transportNetwork,Numbered Road,250975.000,788527.000,355000,1000000,222212.000,780542.374,276801.000,801268.000,PH20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH20,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
