osgb4000000074314094,http://data.ordnancesurvey.co.uk/id/osgb4000000074314094,Redbridge,,,,populatedPlace,Hamlet,378396.990,88421.220,5000,25000,378213.753,87970.621,378954.927,88470.621,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,Purbeck,http://data.ordnancesurvey.co.uk/id/7000000000014363,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074542911,http://data.ordnancesurvey.co.uk/id/osgb4000000074542911,Winterborne St Martin,eng,Martinstown,eng,populatedPlace,Village,364638.000,88971.000,10000,250000,363942.435,88496.547,365442.113,89336.607,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549308,http://data.ordnancesurvey.co.uk/id/osgb4000000074549308,West Shilvinghampton,,,,populatedPlace,Hamlet,362476.310,84639.040,5000,25000,362179.726,84186.599,362679.726,84686.599,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548535,http://data.ordnancesurvey.co.uk/id/osgb4000000074548535,Sutton Poyntz,,,,populatedPlace,Suburban Area,370491.030,83831.730,6000,25000,369849.576,83394.278,370767.383,84375.797,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554186,http://data.ordnancesurvey.co.uk/id/osgb4000000074554186,Fleet,,,,populatedPlace,Other Settlement,363605.160,80116.890,15000,25000,361895.417,80007.737,363611.627,81080.370,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074551169,http://data.ordnancesurvey.co.uk/id/osgb4000000074551169,Forston,,,,populatedPlace,Hamlet,366578.280,95756.390,5000,25000,366252.264,95083.772,366780.286,96251.987,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074551171,http://data.ordnancesurvey.co.uk/id/osgb4000000074551171,Frampton,,,,populatedPlace,Village,362725.000,95141.000,11000,250000,361814.063,94685.156,363524.114,95682.540,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Frampton,_Dorset",http://sws.geonames.org/2649103
osgb4000000074552290,http://data.ordnancesurvey.co.uk/id/osgb4000000074552290,Notton,,,,populatedPlace,Hamlet,360909.960,95827.390,5000,25000,360675.394,95602.517,361175.394,96102.517,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552670,http://data.ordnancesurvey.co.uk/id/osgb4000000074552670,Woodsford,,,,populatedPlace,Hamlet,376229.130,90492.560,5000,25000,375975.544,90270.753,376475.544,90770.753,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2633623
osgb4000000074548916,http://data.ordnancesurvey.co.uk/id/osgb4000000074548916,Littlemoor,,,,populatedPlace,Suburban Area,368068.000,83284.000,12000,25000,367086.128,82560.037,369008.703,83991.487,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/8354655
osgb4000000074549309,http://data.ordnancesurvey.co.uk/id/osgb4000000074549309,Rodden,,,,populatedPlace,Hamlet,361095.000,84227.000,5000,25000,360846.459,83584.503,361346.459,84492.733,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550793,http://data.ordnancesurvey.co.uk/id/osgb4000000074550793,Stratton,,,,populatedPlace,Village,365355.830,93753.530,8000,250000,364752.735,93408.231,365986.526,94036.342,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Stratton,_Dorset",http://sws.geonames.org/2636682
osgb4000000074553414,http://data.ordnancesurvey.co.uk/id/osgb4000000074553414,Athelhampton,,,,populatedPlace,Hamlet,376939.000,94182.000,5000,25000,376495.887,93924.387,377326.461,94424.387,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548919,http://data.ordnancesurvey.co.uk/id/osgb4000000074548919,Buckland Ripers,,,,populatedPlace,Village,364895.000,82869.000,4000,250000,364642.152,82467.773,365239.622,83007.089,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550043,http://data.ordnancesurvey.co.uk/id/osgb4000000074550043,Higher Bockhampton,,,,populatedPlace,Village,372366.850,92237.520,5000,250000,372103.710,91950.689,372918.182,92627.115,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/7302256
osgb4000000074553806,http://data.ordnancesurvey.co.uk/id/osgb4000000074553806,Chickerell,,,,populatedPlace,Town,364522.500,80642.130,14000,2000000,363268.789,79240.817,365319.814,81459.282,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Chickerell,http://sws.geonames.org/2653188
osgb4000000074549306,http://data.ordnancesurvey.co.uk/id/osgb4000000074549306,Coryates,,,,populatedPlace,Hamlet,362887.500,85190.100,5000,25000,362659.910,84871.665,363159.910,85487.169,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549676,http://data.ordnancesurvey.co.uk/id/osgb4000000074549676,Warmwell,,,,populatedPlace,Village,375302.080,85985.740,7000,250000,375023.742,85608.354,375523.742,86665.661,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549303,http://data.ordnancesurvey.co.uk/id/osgb4000000074549303,Upwey,,,,populatedPlace,Suburban Area,366540.000,84802.000,12000,25000,365680.057,83930.874,367408.939,85724.341,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2635077
osgb4000000074554190,http://data.ordnancesurvey.co.uk/id/osgb4000000074554190,Bowleaze,,,,populatedPlace,Suburban Area,370494.630,82083.250,2000,25000,370182.333,81767.047,370682.333,82267.047,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552289,http://data.ordnancesurvey.co.uk/id/osgb4000000074552289,Southover,,,,populatedPlace,Hamlet,362258.000,94738.000,5000,25000,361772.656,94512.595,362659.602,95064.787,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550419,http://data.ordnancesurvey.co.uk/id/osgb4000000074550419,Charminster,,,,populatedPlace,Village,367768.000,92665.000,13000,250000,367247.921,91837.931,368719.846,93767.139,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2653318
osgb4000000074550417,http://data.ordnancesurvey.co.uk/id/osgb4000000074550417,Winterborne Monkton,,,,populatedPlace,Hamlet,367770.680,87941.410,5000,25000,367492.742,87542.480,368474.349,88380.801,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2633800
osgb4000000074548917,http://data.ordnancesurvey.co.uk/id/osgb4000000074548917,Broadwey,,,,populatedPlace,Suburban Area,366732.000,83511.000,8000,25000,366358.559,82770.906,367218.783,84001.354,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2654624
osgb4000000074551173,http://data.ordnancesurvey.co.uk/id/osgb4000000074551173,Nether Cerne,,,,populatedPlace,Hamlet,366833.000,98396.000,5000,25000,366779.633,98038.174,367279.633,98538.174,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Nether_Cerne,http://sws.geonames.org/2641787
osgb4000000074548914,http://data.ordnancesurvey.co.uk/id/osgb4000000074548914,Redlands,,,,populatedPlace,Suburban Area,366682.000,82784.000,7000,25000,366569.081,81718.438,367310.031,82805.276,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550416,http://data.ordnancesurvey.co.uk/id/osgb4000000074550416,Coker's Frome,,,,populatedPlace,Other Settlement,369743.010,91333.860,15000,25000,369387.638,91053.019,369979.518,91553.019,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552283,http://data.ordnancesurvey.co.uk/id/osgb4000000074552283,Hurst,,,,populatedPlace,Hamlet,379356.000,90271.000,5000,25000,379038.243,89946.712,379611.135,90455.187,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,Purbeck,http://data.ordnancesurvey.co.uk/id/7000000000014363,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554188,http://data.ordnancesurvey.co.uk/id/osgb4000000074554188,Upton,,,,populatedPlace,Hamlet,374195.480,82967.720,5000,25000,374075.922,82842.530,374575.922,83342.530,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/3209947
osgb4000000074552675,http://data.ordnancesurvey.co.uk/id/osgb4000000074552675,Cruxton,,,,populatedPlace,Hamlet,360259.470,96633.740,5000,25000,359951.510,96331.365,360451.510,96919.786,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074551172,http://data.ordnancesurvey.co.uk/id/osgb4000000074551172,Godmanstone,,,,populatedPlace,Village,366494.640,97017.550,5000,250000,366382.749,96748.955,366882.749,97584.136,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Godmanstone,http://sws.geonames.org/2648369
osgb4000000074548915,http://data.ordnancesurvey.co.uk/id/osgb4000000074548915,Nottington,,,,populatedPlace,Suburban Area,366116.060,82630.570,6000,25000,365882.762,82214.336,366443.129,83106.070,DT3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT3,,,,Weymouth and Portland,http://data.ordnancesurvey.co.uk/id/7000000000014503,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Nottington,
