osgb4000000074552726,http://data.ordnancesurvey.co.uk/id/osgb4000000074552726,Tighnabruaich,,,,populatedPlace,Village,198019.870,672921.820,16000,250000,197277.083,671720.501,199291.888,674127.372,PA21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA21,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2635840
osgb4000000074553103,http://data.ordnancesurvey.co.uk/id/osgb4000000074553103,West Tarbert,,,,populatedPlace,Hamlet,184836.230,667701.650,5000,25000,184613.971,667442.595,185113.971,667942.595,PA29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA29,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2634255
osgb4000000074553100,http://data.ordnancesurvey.co.uk/id/osgb4000000074553100,Melldalloch,,,,populatedPlace,Hamlet,192563.000,674662.000,5000,25000,192256.410,674420.858,193304.003,674972.130,PA21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA21,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074552725,http://data.ordnancesurvey.co.uk/id/osgb4000000074552725,Millhouse,,,,populatedPlace,Hamlet,195618.000,670544.000,5000,25000,195374.593,670250.942,196051.702,670810.002,PA21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA21,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553102,http://data.ordnancesurvey.co.uk/id/osgb4000000074553102,Tarbert,,An Tairbeart,gla,populatedPlace,Village,186351.000,668629.000,16000,250000,185746.885,668107.376,188134.176,669476.614,PA29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA29,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Tarbert,_Argyll_and_Bute",http://sws.geonames.org/2636241
osgb4000000074552724,http://data.ordnancesurvey.co.uk/id/osgb4000000074552724,Kames,,,,populatedPlace,Village,197574.000,670894.000,11000,250000,196867.098,670036.153,198024.110,671677.314,PA21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA21,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553468,http://data.ordnancesurvey.co.uk/id/osgb4000000074553468,Kilfinan,,,,populatedPlace,Hamlet,193458.620,678888.480,5000,25000,193015.170,678557.664,193560.449,679348.638,PA21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA21,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645668
osgb4000000074553101,http://data.ordnancesurvey.co.uk/id/osgb4000000074553101,Torinturk,,,,populatedPlace,Hamlet,181248.000,664266.000,5000,25000,181020.946,663986.715,181520.946,664587.123,PA29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA29,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296SU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296SU,PA29 6SU,,,,other,Postcode,185858.600,668316.800,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074553102,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA212BL,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA212BL,PA21 2BL,,,,other,Postcode,196023.500,670753.500,3500,18000,,,,,,,Millhouse,http://data.ordnancesurvey.co.uk/id/4000000074552725,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296TE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296TE,PA29 6TE,,,,other,Postcode,186455.332,668500.359,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074553102,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA212DA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA212DA,PA21 2DA,,,,other,Postcode,193291.317,669281.651,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296UN,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296UN,PA29 6UN,,,,other,Postcode,186381.600,668583.100,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074553102,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296TU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296TU,PA29 6TU,,,,other,Postcode,186378.466,668893.214,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074553102,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
