osgb4000000074337112,http://data.ordnancesurvey.co.uk/id/osgb4000000074337112,Huisinis,,,,populatedPlace,Hamlet,98983.030,912042.500,5000,25000,98700.232,911797.358,99200.232,912297.358,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Hushinish,
HS33AX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AX,HS3 3AX,,,,other,Postcode,99894.121,911151.376,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AY,HS3 3AY,,,,other,Postcode,98951.600,912027.800,3500,18000,,,,,,,Huisinis,http://data.ordnancesurvey.co.uk/id/4000000074337112,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
