osgb4000000074337609,http://data.ordnancesurvey.co.uk/id/osgb4000000074337609,Inchmore,,,,populatedPlace,Hamlet,239440.000,840610.000,5000,25000,239213.886,840386.545,239713.886,840886.545,IV4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV4,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Inchmore,_Strathfarrar",
osgb4000000074557135,http://data.ordnancesurvey.co.uk/id/osgb4000000074557135,Bridgend,,,,populatedPlace,Hamlet,232250.970,854993.580,5000,25000,232092.149,854779.204,232592.149,855279.204,IV6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV6,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2654751
osgb4000000074557137,http://data.ordnancesurvey.co.uk/id/osgb4000000074557137,Milton,,,,populatedPlace,Hamlet,230478.000,855274.000,5000,25000,230042.503,855057.610,231139.425,855557.610,IV6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV6,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557133,http://data.ordnancesurvey.co.uk/id/osgb4000000074557133,Little Scatwell,,,,populatedPlace,Hamlet,238741.880,856700.980,5000,25000,238456.256,856490.900,238956.256,856990.900,IV14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV14,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557136,http://data.ordnancesurvey.co.uk/id/osgb4000000074557136,Dalnacroich,,,,populatedPlace,Hamlet,231814.000,855088.000,5000,25000,231234.087,854901.704,232047.042,855401.704,IV6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV6,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557134,http://data.ordnancesurvey.co.uk/id/osgb4000000074557134,Achlorachan,,,,populatedPlace,Hamlet,232886.000,855147.000,5000,25000,232598.853,854890.568,233098.853,855390.568,IV6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV6,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV67QG,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV67QG,IV6 7QG,,,,other,Postcode,239450.067,855916.229,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV47JT,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV47JT,IV4 7JT,,,,other,Postcode,239110.000,840419.700,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV67QQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV67QQ,IV6 7QQ,,,,other,Postcode,229695.456,854378.628,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV47JX,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV47JX,IV4 7JX,,,,other,Postcode,233481.609,840241.877,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV149EW,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV149EW,IV14 9EW,,,,other,Postcode,238640.100,857069.500,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
