osgb4000000074543025,http://data.ordnancesurvey.co.uk/id/osgb4000000074543025,Bun Abhainn Eadarra,gla,Bunavoneadar,eng,populatedPlace,Hamlet,113141.000,904265.000,5000,25000,112827.523,903621.950,113797.752,904411.204,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543078,http://data.ordnancesurvey.co.uk/id/osgb4000000074543078,Govig,eng,Gobhaig,gla,populatedPlace,Hamlet,101044.800,909246.970,5000,25000,100841.776,909022.403,101341.776,909522.403,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576029,http://data.ordnancesurvey.co.uk/id/osgb4000000074576029,Leacainn,gla,Leachcan,eng,populatedPlace,Hamlet,113769.540,901224.700,5000,25000,113254.271,900855.212,114284.821,901594.191,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576316,http://data.ordnancesurvey.co.uk/id/osgb4000000074576316,Miabhaig,gla,Meavaig,eng,populatedPlace,Hamlet,109407.000,905720.000,5000,25000,109294.835,905533.596,109794.835,906033.596,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074571700,http://data.ordnancesurvey.co.uk/id/osgb4000000074571700,Urgha,,,,populatedPlace,Other Settlement,117505.740,900136.630,15000,25000,116868.749,899512.976,118200.928,900282.116,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576030,http://data.ordnancesurvey.co.uk/id/osgb4000000074576030,Àird Asaig,gla,Ardhasaig,eng,populatedPlace,Other Settlement,112718.750,902543.250,15000,25000,112530.371,901800.302,113279.402,903253.136,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576031,http://data.ordnancesurvey.co.uk/id/osgb4000000074576031,Àird a' Mhulaidh,gla,Ardvourlie,eng,populatedPlace,Other Settlement,118918.660,910573.930,15000,25000,118440.381,910199.967,119321.061,910966.528,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576312,http://data.ordnancesurvey.co.uk/id/osgb4000000074576312,Cliasmol,,,,populatedPlace,Hamlet,107314.200,906747.410,5000,25000,106964.772,906430.935,107464.772,906930.935,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543026,http://data.ordnancesurvey.co.uk/id/osgb4000000074543026,Abhainn Suidhe,,,,populatedPlace,Hamlet,104771.000,907917.000,5000,25000,104211.088,907703.942,105030.507,908387.636,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Amhuinnsuidhe,
HS33AA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AA,HS3 3AA,,,,other,Postcode,119160.500,910244.300,3500,18000,,,,,,,Àird a' Mhulaidh / Ardvourlie,http://data.ordnancesurvey.co.uk/id/4000000074576031,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
