osgb4000000074557243,http://data.ordnancesurvey.co.uk/id/osgb4000000074557243,Hamnavoe,,,,populatedPlace,Village,437689.000,1135477.000,11000,250000,436762.295,1134598.614,438141.372,1136224.618,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556881,http://data.ordnancesurvey.co.uk/id/osgb4000000074556881,Toogs,,,,populatedPlace,Hamlet,437329.590,1133736.090,5000,25000,437110.962,1133493.840,437668.972,1134051.430,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555749,http://data.ordnancesurvey.co.uk/id/osgb4000000074555749,Cannygates,,,,populatedPlace,Hamlet,438483.000,1121429.000,5000,25000,438250.936,1121145.765,438750.936,1121935.019,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335820,http://data.ordnancesurvey.co.uk/id/osgb4000000074335820,Bridge End,,,,populatedPlace,Village,437024.170,1133080.450,7000,250000,436477.544,1132749.833,437563.402,1133388.270,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556875,http://data.ordnancesurvey.co.uk/id/osgb4000000074556875,Houss,,,,populatedPlace,Hamlet,437755.370,1131448.800,5000,25000,437333.508,1131000.404,437833.508,1131548.357,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556136,http://data.ordnancesurvey.co.uk/id/osgb4000000074556136,Ireland,,,,populatedPlace,Hamlet,437706.060,1122036.490,5000,25000,437450.271,1121809.345,438103.800,1122729.301,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557990,http://data.ordnancesurvey.co.uk/id/osgb4000000074557990,Cauldhame,,,,populatedPlace,Hamlet,439761.000,1138300.000,5000,25000,439371.354,1138060.363,440051.580,1138577.515,ZE1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE1,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556880,http://data.ordnancesurvey.co.uk/id/osgb4000000074556880,Papil,,,,populatedPlace,Hamlet,436856.310,1131777.290,5000,25000,436637.253,1131256.780,437137.253,1131985.712,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541539,http://data.ordnancesurvey.co.uk/id/osgb4000000074541539,Runn,,,,populatedPlace,Hamlet,438370.960,1122436.380,5000,25000,438145.366,1122131.073,438645.366,1122764.491,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074579210,http://data.ordnancesurvey.co.uk/id/osgb4000000074579210,Grunasound,,,,populatedPlace,Hamlet,437250.720,1133313.810,5000,25000,436965.535,1133177.364,437465.535,1133677.364,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
