osgb4000000074566369,http://data.ordnancesurvey.co.uk/id/osgb4000000074566369,Cuidhir,,,,populatedPlace,Hamlet,67181.140,803351.720,5000,25000,66736.065,803211.746,68193.924,803711.746,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543495,http://data.ordnancesurvey.co.uk/id/osgb4000000074543495,Bun a' Mhuillinn,,,,populatedPlace,Hamlet,79306.580,812175.450,5000,25000,79108.579,811867.498,80066.523,812367.498,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543018,http://data.ordnancesurvey.co.uk/id/osgb4000000074543018,Gleann Dail bho Dheas,gla,South Glen Dale,eng,populatedPlace,Hamlet,79120.050,815100.570,5000,25000,78860.739,814702.223,79360.739,815530.706,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543496,http://data.ordnancesurvey.co.uk/id/osgb4000000074543496,Am Baile,,,,populatedPlace,Hamlet,78470.000,811656.000,5000,25000,78300.414,811129.076,78894.232,811738.462,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074567013,http://data.ordnancesurvey.co.uk/id/osgb4000000074567013,Baghasdail,,,,populatedPlace,Hamlet,74221.000,818013.000,5000,25000,73872.267,817443.089,74372.267,819233.836,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566038,http://data.ordnancesurvey.co.uk/id/osgb4000000074566038,Coilleag,,,,populatedPlace,Hamlet,78919.000,810589.000,5000,25000,78560.302,810400.105,79060.302,811131.505,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543075,http://data.ordnancesurvey.co.uk/id/osgb4000000074543075,Baile na Creige,,Craigston,eng,populatedPlace,Other Settlement,65896.166,801719.165,15000,25000,65544.709,801367.867,66397.880,801991.226,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566368,http://data.ordnancesurvey.co.uk/id/osgb4000000074566368,Àird Mhòr,gla,Ardmhor,eng,populatedPlace,Other Settlement,70517.840,804461.060,15000,25000,70290.222,803790.187,71505.486,804816.553,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Ardmore,_Barra",
osgb4000000074542465,http://data.ordnancesurvey.co.uk/id/osgb4000000074542465,Geàrraidh na Mònadh,,,,populatedPlace,Village,74473.260,816417.740,11000,250000,74206.412,816258.876,75876.334,816758.876,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566041,http://data.ordnancesurvey.co.uk/id/osgb4000000074566041,Cille Pheadair,,,,populatedPlace,Other Settlement,74125.000,819739.000,15000,25000,73856.887,819294.249,75289.491,820381.637,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566370,http://data.ordnancesurvey.co.uk/id/osgb4000000074566370,Grithean,,,,populatedPlace,Other Settlement,66711.180,803805.010,15000,25000,66024.211,803599.991,67402.150,804139.137,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543136,http://data.ordnancesurvey.co.uk/id/osgb4000000074543136,Smeircleit,gla,Smerclate,eng,populatedPlace,Hamlet,74845.700,814877.610,5000,25000,73919.731,814855.399,75453.733,815719.492,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074337689,http://data.ordnancesurvey.co.uk/id/osgb4000000074337689,Taobh a' Chaolais,gla,East Kilbride,eng,populatedPlace,Other Settlement,77607.000,813997.000,15000,25000,76200.233,813833.005,78422.491,814333.005,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074572716,http://data.ordnancesurvey.co.uk/id/osgb4000000074572716,Eòlaigearraidh,gla,Eoligarry,eng,populatedPlace,Village,70341.000,807891.000,19000,250000,69616.592,806606.191,71285.582,809461.583,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566039,http://data.ordnancesurvey.co.uk/id/osgb4000000074566039,Pàirceanan,,,,populatedPlace,Hamlet,79049.000,810367.000,5000,25000,78791.167,810109.656,79291.167,810609.656,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566037,http://data.ordnancesurvey.co.uk/id/osgb4000000074566037,Acairseid,,,,populatedPlace,Hamlet,79197.000,810142.000,5000,25000,78958.369,809818.390,79458.369,810318.390,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566366,http://data.ordnancesurvey.co.uk/id/osgb4000000074566366,Thiarabhagh,gla,Bayherivagh,eng,populatedPlace,Village,70913.800,802957.080,8000,250000,69888.053,802554.360,71114.662,803358.690,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566367,http://data.ordnancesurvey.co.uk/id/osgb4000000074566367,Àird Mhidhinis,,,,populatedPlace,Other Settlement,70561.550,803418.710,15000,25000,70496.332,803167.665,71778.241,803871.453,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543019,http://data.ordnancesurvey.co.uk/id/osgb4000000074543019,Taobh a' Deas Baghasdail,gla,South Lochboisdale,eng,populatedPlace,Other Settlement,76622.160,817887.870,15000,25000,76614.209,817343.837,79043.591,818336.303,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543020,http://data.ordnancesurvey.co.uk/id/osgb4000000074543020,Buaile nam Bodach,,Balnabodach,eng,populatedPlace,Hamlet,71118.780,801659.570,5000,25000,70672.282,800850.168,71592.233,802132.081,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566690,http://data.ordnancesurvey.co.uk/id/osgb4000000074566690,Allathasdal,gla,Allasdale,eng,populatedPlace,Hamlet,65921.020,802962.480,5000,25000,65663.935,802584.362,66257.126,803504.319,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Allasdale,
HS85JN,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85JN,HS8 5JN,,,,other,Postcode,78738.964,810490.633,3500,18000,,,,,,,Coilleag,http://data.ordnancesurvey.co.uk/id/4000000074566038,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95YH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95YH,HS9 5YH,,,,other,Postcode,70913.100,802973.500,3500,18000,,,,,,,Thiarabhagh / Bayherivagh,http://data.ordnancesurvey.co.uk/id/4000000074566366,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85TE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85TE,HS8 5TE,,,,other,Postcode,74797.351,817147.498,3500,18000,,,,,,,Leth Meadhanach,http://data.ordnancesurvey.co.uk/id/4000000074566040,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85TY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85TY,HS8 5TY,,,,other,Postcode,75723.300,816588.600,3500,18000,,,,,,,Geàrraidh na Mònadh,http://data.ordnancesurvey.co.uk/id/4000000074542465,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95XW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95XW,HS9 5XW,,,,other,Postcode,65068.398,800026.450,3500,18000,,,,,,,Tangasdal,http://data.ordnancesurvey.co.uk/id/4000000074570639,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85JU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85JU,HS8 5JU,,,,other,Postcode,78536.100,811827.700,3500,18000,,,,,,,Rubha Ban,http://data.ordnancesurvey.co.uk/id/4000000074337681,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95XZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95XZ,HS9 5XZ,,,,other,Postcode,67187.000,803340.600,3500,18000,,,,,,,Cuidhir,http://data.ordnancesurvey.co.uk/id/4000000074566369,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85UD,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85UD,HS8 5UD,,,,other,Postcode,79373.900,817629.000,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85TJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85TJ,HS8 5TJ,,,,other,Postcode,79167.300,819547.900,3500,18000,,,,,,,Loch Baghasdail / Lochboisdale,http://data.ordnancesurvey.co.uk/id/4000000074337732,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85TB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85TB,HS8 5TB,,,,other,Postcode,74775.191,819917.203,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95UX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95UX,HS9 5UX,,,,other,Postcode,71276.762,802482.588,3500,18000,,,,,,,Bogach,http://data.ordnancesurvey.co.uk/id/4000000074566371,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95YE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95YE,HS9 5YE,,,,other,Postcode,70360.900,807653.000,3500,18000,,,,,,,Eòlaigearraidh / Eoligarry,http://data.ordnancesurvey.co.uk/id/4000000074572716,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95XS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95XS,HS9 5XS,,,,other,Postcode,65995.772,801629.633,3500,18000,,,,,,,Baile na Creige / Craigston,http://data.ordnancesurvey.co.uk/id/4000000074543075,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95XY,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95XY,HS9 5XY,,,,other,Postcode,70272.800,803247.500,3500,18000,,,,,,,Thiarabhagh / Bayherivagh,http://data.ordnancesurvey.co.uk/id/4000000074566366,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95YA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95YA,HS9 5YA,,,,other,Postcode,71181.863,803385.725,3500,18000,,,,,,,Àird Mhidhinis,http://data.ordnancesurvey.co.uk/id/4000000074566367,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS95XR,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS95XR,HS9 5XR,,,,other,Postcode,65762.049,801165.780,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
