osgb4000000074569253,http://data.ordnancesurvey.co.uk/id/osgb4000000074569253,Mannal,,,,populatedPlace,Hamlet,98712.750,740471.590,5000,25000,98448.609,740215.843,98948.609,740715.843,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2643111
osgb4000000074570273,http://data.ordnancesurvey.co.uk/id/osgb4000000074570273,Cornaigmore,,,,populatedPlace,Other Settlement,97967.250,747294.150,15000,25000,97441.266,745483.037,98528.138,748303.600,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576977,http://data.ordnancesurvey.co.uk/id/osgb4000000074576977,Hough,,,,populatedPlace,Other Settlement,95233.600,745738.250,15000,25000,94780.700,745429.852,95345.141,746254.216,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569594,http://data.ordnancesurvey.co.uk/id/osgb4000000074569594,Cu' Dhèis,,,,populatedPlace,Hamlet,98339.000,741793.000,5000,25000,98088.985,741558.664,98588.985,742058.664,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569598,http://data.ordnancesurvey.co.uk/id/osgb4000000074569598,Barrapol,,,,populatedPlace,Hamlet,95188.870,742922.720,5000,25000,94634.936,742657.876,95764.938,743278.948,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569918,http://data.ordnancesurvey.co.uk/id/osgb4000000074569918,Sandaig,,,,populatedPlace,Hamlet,93972.000,743393.000,5000,25000,93758.637,742993.250,94258.637,743589.479,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569597,http://data.ordnancesurvey.co.uk/id/osgb4000000074569597,Heylipol,,,,populatedPlace,Other Settlement,96465.250,743274.720,15000,25000,96408.440,742597.773,98168.151,743376.710,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569923,http://data.ordnancesurvey.co.uk/id/osgb4000000074569923,Kilkenneth,,,,populatedPlace,Other Settlement,94514.450,744928.940,15000,25000,94215.130,744339.564,95352.429,745311.806,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645657
osgb4000000074569599,http://data.ordnancesurvey.co.uk/id/osgb4000000074569599,Middleton,,,,populatedPlace,Hamlet,94526.000,743357.000,5000,25000,94321.525,743231.595,95039.950,743731.595,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2642588
osgb4000000074570275,http://data.ordnancesurvey.co.uk/id/osgb4000000074570275,Kilmoluaig,,,,populatedPlace,Other Settlement,96640.650,746352.750,15000,25000,96331.382,745570.592,97220.002,747560.322,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645590
osgb4000000074570274,http://data.ordnancesurvey.co.uk/id/osgb4000000074570274,Balevullin,,,,populatedPlace,Other Settlement,95657.100,746748.650,15000,25000,95172.621,746001.888,96121.479,747361.929,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569596,http://data.ordnancesurvey.co.uk/id/osgb4000000074569596,Balephuil,,,,populatedPlace,Other Settlement,95883.000,740423.000,15000,25000,95540.004,740037.746,97060.674,741348.900,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2656587
osgb4000000074569921,http://data.ordnancesurvey.co.uk/id/osgb4000000074569921,Cornaigbeg,,,,populatedPlace,Other Settlement,98947.550,747290.550,15000,25000,98367.121,745584.968,99008.322,747586.205,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569919,http://data.ordnancesurvey.co.uk/id/osgb4000000074569919,Crossapol,,,,populatedPlace,Village,99790.500,743720.780,15000,250000,99275.726,742801.634,100046.318,745047.282,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569595,http://data.ordnancesurvey.co.uk/id/osgb4000000074569595,Balinoe,,,,populatedPlace,Other Settlement,98354.000,741921.350,15000,25000,96791.935,741653.373,98531.502,742866.926,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074570272,http://data.ordnancesurvey.co.uk/id/osgb4000000074570272,Kenovay,,,,populatedPlace,Other Settlement,99546.100,747033.850,15000,25000,98985.319,745625.216,100292.903,747131.895,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569922,http://data.ordnancesurvey.co.uk/id/osgb4000000074569922,Moss,,,,populatedPlace,Hamlet,95973.630,744235.960,5000,25000,95816.279,743856.732,96316.279,744879.070,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569593,http://data.ordnancesurvey.co.uk/id/osgb4000000074569593,Balemartine,,,,populatedPlace,Other Settlement,98531.820,741288.930,15000,25000,97462.373,740855.831,98662.343,741611.085,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2656589
PA776XF,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XF,PA77 6XF,,,,other,Postcode,95066.600,744663.500,3500,18000,,,,,,,Kilkenneth,http://data.ordnancesurvey.co.uk/id/4000000074569923,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776TY,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776TY,PA77 6TY,,,,other,Postcode,97483.900,743190.900,3500,18000,,,,,,,Heylipol,http://data.ordnancesurvey.co.uk/id/4000000074569597,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XQ,PA77 6XQ,,,,other,Postcode,94124.064,743323.209,3500,18000,,,,,,,Sandaig,http://data.ordnancesurvey.co.uk/id/4000000074569918,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XB,PA77 6XB,,,,other,Postcode,96750.794,746856.293,3500,18000,,,,,,,Kilmoluaig,http://data.ordnancesurvey.co.uk/id/4000000074570275,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XL,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XL,PA77 6XL,,,,other,Postcode,96127.200,744179.700,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776TX,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776TX,PA77 6TX,,,,other,Postcode,99544.200,743124.400,3500,18000,,,,,,,Crossapol,http://data.ordnancesurvey.co.uk/id/4000000074569919,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UA,PA77 6UA,,,,other,Postcode,98354.671,741240.229,3500,18000,,,,,,,Balemartine,http://data.ordnancesurvey.co.uk/id/4000000074569593,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
