osgb4000000074543000,http://data.ordnancesurvey.co.uk/id/osgb4000000074543000,Srath Carran,,,,populatedPlace,Other Settlement,194187.000,842153.000,15000,25000,193412.326,842035.279,194534.190,842990.756,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Strathcarron,_Highland",http://sws.geonames.org/2636704
IV548XW,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XW,IV54 8XW,,,,other,Postcode,181597.500,854316.400,3500,18000,,,,,,,Shieldaig / Sildeag,http://data.ordnancesurvey.co.uk/id/4000000074570990,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XS,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XS,IV54 8XS,,,,other,Postcode,181267.400,852769.000,3500,18000,,,,,,,Shieldaig / Sildeag,http://data.ordnancesurvey.co.uk/id/4000000074570990,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XA,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XA,IV54 8XA,,,,other,Postcode,183786.698,840053.579,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XQ,IV54 8XQ,,,,other,Postcode,191114.700,840612.200,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222EW,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222EW,IV22 2EW,,,,other,Postcode,190290.300,855835.400,3500,18000,,,,,,,Torridon,http://data.ordnancesurvey.co.uk/id/4000000074570989,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XD,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XD,IV54 8XD,,,,other,Postcode,183210.335,840648.253,3500,18000,,,,,,,Kishorn,http://data.ordnancesurvey.co.uk/id/4000000074573386,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222HD,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222HD,IV22 2HD,,,,other,Postcode,183109.736,857738.220,3500,18000,,,,,,,Alligin Shuas,http://data.ordnancesurvey.co.uk/id/4000000074570992,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XJ,IV54 8XJ,,,,other,Postcode,181664.667,852544.500,3500,18000,,,,,,,Shieldaig / Sildeag,http://data.ordnancesurvey.co.uk/id/4000000074570990,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XF,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XF,IV54 8XF,,,,other,Postcode,182242.347,840656.027,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XY,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XY,IV54 8XY,,,,other,Postcode,181907.701,854103.398,3500,18000,,,,,,,Shieldaig / Sildeag,http://data.ordnancesurvey.co.uk/id/4000000074570990,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XG,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XG,IV54 8XG,,,,other,Postcode,185943.700,840025.700,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222ET,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222ET,IV22 2ET,,,,other,Postcode,193058.000,856468.000,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XR,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XR,IV54 8XR,,,,other,Postcode,180625.700,855244.400,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548UQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548UQ,IV54 8UQ,,,,other,Postcode,190897.900,840362.000,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548UD,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548UD,IV54 8UD,,,,other,Postcode,191061.500,840525.500,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XN,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XN,IV54 8XN,,,,other,Postcode,181513.354,853990.819,3500,18000,,,,,,,Shieldaig / Sildeag,http://data.ordnancesurvey.co.uk/id/4000000074570990,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222HB,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222HB,IV22 2HB,,,,other,Postcode,184598.495,857540.975,3500,18000,,,,,,,Inveralligin,http://data.ordnancesurvey.co.uk/id/4000000074570991,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XP,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XP,IV54 8XP,,,,other,Postcode,184892.962,854486.628,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548YT,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548YT,IV54 8YT,,,,other,Postcode,191059.100,840288.000,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222AG,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222AG,IV22 2AG,,,,other,Postcode,188668.700,854360.100,3500,18000,,,,,,,Annat,http://data.ordnancesurvey.co.uk/id/4000000074570629,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222EY,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222EY,IV22 2EY,,,,other,Postcode,188868.800,854242.000,3500,18000,,,,,,,Annat,http://data.ordnancesurvey.co.uk/id/4000000074570629,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548AB,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548AB,IV54 8AB,,,,other,Postcode,183466.700,840432.500,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548YS,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548YS,IV54 8YS,,,,other,Postcode,191853.262,841735.082,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222EU,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222EU,IV22 2EU,,,,other,Postcode,189685.137,854609.579,3500,18000,,,,,,,Annat,http://data.ordnancesurvey.co.uk/id/4000000074570629,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222HA,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222HA,IV22 2HA,,,,other,Postcode,186866.600,857279.600,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548UG,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548UG,IV54 8UG,,,,other,Postcode,191009.200,840461.800,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV222EX,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV222EX,IV22 2EX,,,,other,Postcode,188847.800,854396.100,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548YW,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548YW,IV54 8YW,,,,other,Postcode,192043.997,841935.920,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548UY,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548UY,IV54 8UY,,,,other,Postcode,184857.771,845082.143,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548YR,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548YR,IV54 8YR,,,,other,Postcode,194123.072,842364.636,3500,18000,,,,,,,Srath Carran,http://data.ordnancesurvey.co.uk/id/4000000074543000,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548YN,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548YN,IV54 8YN,,,,other,Postcode,195896.709,843799.841,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548XE,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548XE,IV54 8XE,,,,other,Postcode,183966.500,842559.500,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
IV548UE,http://data.ordnancesurvey.co.uk/id/postcodeunit/IV548UE,IV54 8UE,,,,other,Postcode,190974.200,840314.000,3500,18000,,,,,,,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003445815,http://data.ordnancesurvey.co.uk/id/osgb4000000003445815,Railway Terrace,,,,transportNetwork,Named Road,194329.107,842339.617,3000,20000,194139.643,842119.876,194498.298,842637.674,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Srath Carran,http://data.ordnancesurvey.co.uk/id/4000000074543000,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003445814,http://data.ordnancesurvey.co.uk/id/osgb4000000003445814,Kirkton Road,,,,transportNetwork,Named Road,191077.000,840479.000,2000,20000,190935.346,840403.000,191189.000,840597.000,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003445813,http://data.ordnancesurvey.co.uk/id/osgb4000000003445813,Kirkton Gardens,,,,transportNetwork,Named Road,190914.936,840360.155,2000,20000,190834.000,840256.000,190987.048,840514.061,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003532577,http://data.ordnancesurvey.co.uk/id/osgb4000000003532577,A890,,,,transportNetwork,Numbered Road,197839.000,846000.000,207000,1000000,184191.000,827333.000,215997.700,858431.100,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Balnacra,http://data.ordnancesurvey.co.uk/id/4000000074573050,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003445924,http://data.ordnancesurvey.co.uk/id/osgb4000000003445924,Kirkton Drive,,,,transportNetwork,Named Road,191067.000,840540.000,1000,20000,191022.422,840523.000,191114.000,840540.000,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003445925,http://data.ordnancesurvey.co.uk/id/osgb4000000003445925,Sage Terrace,,,,transportNetwork,Named Road,191087.000,840601.000,1000,20000,191070.000,840540.000,191121.066,840662.511,IV54,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV54,Lochcarron,http://data.ordnancesurvey.co.uk/id/4000000074573049,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
