osgb4000000074552340,http://data.ordnancesurvey.co.uk/id/osgb4000000074552340,Claggan,,,,populatedPlace,Other Settlement,169849.660,749678.900,15000,25000,169677.473,749522.414,170177.473,750022.414,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074552730,http://data.ordnancesurvey.co.uk/id/osgb4000000074552730,Fiunary,,,,populatedPlace,Other Settlement,161871.000,746511.990,15000,25000,161227.145,745991.961,162680.691,747055.807,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2648987
PA805UU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805UU,PA80 5UU,,,,other,Postcode,168226.800,745777.000,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XR,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XR,PA80 5XR,,,,other,Postcode,167892.000,744842.000,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA656BA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA656BA,PA65 6BA,,,,other,Postcode,165905.311,741001.920,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XB,PA80 5XB,,,,other,Postcode,169945.100,749565.600,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XE,PA80 5XE,,,,other,Postcode,166548.300,753064.200,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH337AF,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH337AF,PH33 7AF,,,,other,Postcode,177484.700,759781.900,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XT,PA80 5XT,,,,other,Postcode,167646.786,744791.157,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XS,PA80 5XS,,,,other,Postcode,167627.300,744518.200,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
