osgb4000000074549433,http://data.ordnancesurvey.co.uk/id/osgb4000000074549433,A' Chill,,,,populatedPlace,Hamlet,127213.080,805291.180,5000,25000,126573.244,804996.981,127709.364,805615.314,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/A'_Chill,
PH444RS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH444RS,PH44 4RS,,,,other,Postcode,127035.350,804983.700,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
