osgb4000000074544989,http://data.ordnancesurvey.co.uk/id/osgb4000000074544989,Da Nort Toons,,,,populatedPlace,Hamlet,395996.394,1141002.940,5000,25000,395681.594,1140620.730,396181.594,1141303.814,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074540904,http://data.ordnancesurvey.co.uk/id/osgb4000000074540904,Harrier,,,,populatedPlace,Other Settlement,395882.926,1140599.452,15000,25000,395458.883,1140069.505,396150.271,1140721.253,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
