osgb4000000074543517,http://data.ordnancesurvey.co.uk/id/osgb4000000074543517,Da Toon o Ham,,,,populatedPlace,Hamlet,397025.000,1139039.000,5000,25000,396668.064,1138514.283,397517.643,1139213.043,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074544988,http://data.ordnancesurvey.co.uk/id/osgb4000000074544988,Da Hametoon,,,,populatedPlace,Hamlet,396555.000,1137300.000,5000,25000,396220.654,1136986.040,397103.231,1137803.123,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
ZE29PN,http://data.ordnancesurvey.co.uk/id/postcodeunit/ZE29PN,ZE2 9PN,,,,other,Postcode,396744.347,1138734.810,3500,18000,,,,,,,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
