osgb4000000074335831,http://data.ordnancesurvey.co.uk/id/osgb4000000074335831,Mill Bay,,,,populatedPlace,Hamlet,356661.000,1036213.000,5000,25000,356564.334,1035657.635,357102.233,1036627.868,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556872,http://data.ordnancesurvey.co.uk/id/osgb4000000074556872,Veness,,,,populatedPlace,Other Settlement,357367.440,1029611.760,15000,25000,357037.279,1028726.079,357826.537,1030128.638,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556874,http://data.ordnancesurvey.co.uk/id/osgb4000000074556874,West Side,,,,populatedPlace,Other Settlement,353371.000,1032477.000,15000,25000,353192.507,1032148.720,353692.507,1032828.435,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556499,http://data.ordnancesurvey.co.uk/id/osgb4000000074556499,Burroughston,,,,populatedPlace,Other Settlement,353761.250,1020966.620,15000,25000,353338.874,1020490.017,354053.432,1021157.796,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074577928,http://data.ordnancesurvey.co.uk/id/osgb4000000074577928,Backaland,,,,populatedPlace,Other Settlement,356247.620,1030229.280,15000,25000,356122.349,1029686.255,356690.409,1031174.269,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Backaland,
osgb4000000074557241,http://data.ordnancesurvey.co.uk/id/osgb4000000074557241,Calfsound,,,,populatedPlace,Other Settlement,357591.890,1037956.470,15000,25000,357042.308,1037463.169,358123.137,1038498.742,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335889,http://data.ordnancesurvey.co.uk/id/osgb4000000074335889,Tingwall,,,,populatedPlace,Hamlet,340007.890,1022821.640,5000,25000,339274.911,1022440.599,340300.440,1023521.429,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074575081,http://data.ordnancesurvey.co.uk/id/osgb4000000074575081,Frotoft,,,,populatedPlace,Other Settlement,340700.990,1027486.700,15000,25000,338672.601,1027250.272,341080.892,1028545.041,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554270,http://data.ordnancesurvey.co.uk/id/osgb4000000074554270,Brinian,,,,populatedPlace,Village,343223.000,1027684.000,13000,250000,342361.746,1027268.027,344403.809,1028145.096,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Brinian,
osgb4000000074577931,http://data.ordnancesurvey.co.uk/id/osgb4000000074577931,Cusbay,,,,populatedPlace,Hamlet,355543.810,1037994.230,5000,25000,354991.696,1037960.036,355660.296,1038900.097,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
